SKU_ID,Category,Vendor,Week,Store_Location,Units_Sold,Unit_Cost,Lead_Time_Days
SKU_0640,Health & Beauty,Vendor_8,25,Store_14,33,16.7,28
SKU_0501,Toys,Vendor_4,41,Store_15,21,80.68,25
SKU_0411,Clothing,Vendor_10,36,Store_2,21,10.83,19
SKU_0752,Toys,Vendor_10,26,Store_1,33,110.82,21
SKU_0671,Home & Kitchen,Vendor_3,30,Store_7,8,182.31,7
SKU_0336,Clothing,Vendor_1,37,Store_3,13,37.9,6
SKU_0830,Electronics,Vendor_8,43,Store_5,20,43.36,4
SKU_0624,Toys,Vendor_10,8,Store_13,38,168.21,11
SKU_0168,Home & Kitchen,Vendor_10,10,Store_6,29,14.79,11
SKU_0618,Clothing,Vendor_10,44,Store_13,12,193.32,22
SKU_0797,Health & Beauty,Vendor_7,36,Store_12,11,178.15,23
SKU_0072,Health & Beauty,Vendor_6,51,Store_4,20,188.59,2
SKU_0404,Health & Beauty,Vendor_7,17,Store_12,13,46.59,2
SKU_0083,Health & Beauty,Vendor_8,7,Store_15,9,135.51,12
SKU_0582,Health & Beauty,Vendor_5,36,Store_9,8,64.35,21
SKU_0749,Electronics,Vendor_3,23,Store_13,22,133.21,20
SKU_0223,Home & Kitchen,Vendor_5,21,Store_5,28,166.45,8
SKU_0234,Toys,Vendor_6,20,Store_3,35,52.57,17
SKU_0797,Health & Beauty,Vendor_7,51,Store_14,25,178.15,23
SKU_0516,Home & Kitchen,Vendor_4,12,Store_5,18,112.45,9
SKU_0566,Toys,Vendor_3,10,Store_2,30,19.26,6
SKU_0548,Clothing,Vendor_3,41,Store_1,35,43.53,28
SKU_0785,Health & Beauty,Vendor_1,14,Store_1,32,170.66,8
SKU_0392,Health & Beauty,Vendor_2,30,Store_6,13,93.42,12
SKU_0633,Toys,Vendor_6,24,Store_3,19,25.81,26
SKU_0655,Health & Beauty,Vendor_6,15,Store_15,13,55.02,8
SKU_0444,Home & Kitchen,Vendor_2,22,Store_3,31,68.98,10
SKU_0080,Toys,Vendor_8,17,Store_7,2,80.64,24
SKU_0401,Home & Kitchen,Vendor_5,28,Store_8,6,156.48,9
SKU_0198,Electronics,Vendor_5,49,Store_5,20,91.12,27
SKU_0040,Clothing,Vendor_3,44,Store_2,25,83.08,7
SKU_0499,Electronics,Vendor_6,7,Store_14,27,75.64,6
SKU_0107,Home & Kitchen,Vendor_7,8,Store_12,29,26.11,29
SKU_0265,Toys,Vendor_3,9,Store_4,34,176.1,13
SKU_0411,Clothing,Vendor_10,33,Store_13,31,10.83,19
SKU_0818,Electronics,Vendor_1,42,Store_5,9,107.15,21
SKU_0578,Toys,Vendor_6,27,Store_10,26,52.29,8
SKU_0642,Health & Beauty,Vendor_2,12,Store_11,22,146.59,6
SKU_0603,Health & Beauty,Vendor_9,34,Store_8,41,130.85,28
SKU_0565,Toys,Vendor_7,3,Store_6,30,24.36,14
SKU_0427,Electronics,Vendor_8,37,Store_10,9,64.41,29
SKU_0398,Home & Kitchen,Vendor_3,31,Store_1,7,11.87,9
SKU_0320,Home & Kitchen,Vendor_8,40,Store_14,17,136.32,6
SKU_0197,Home & Kitchen,Vendor_1,4,Store_12,3,78.5,5
SKU_0681,Health & Beauty,Vendor_1,48,Store_13,35,135.93,14
SKU_0538,Home & Kitchen,Vendor_3,52,Store_2,9,145.59,28
SKU_0632,Electronics,Vendor_3,5,Store_15,3,45.25,23
SKU_0101,Toys,Vendor_10,24,Store_3,5,179.86,11
SKU_0868,Health & Beauty,Vendor_1,37,Store_2,19,199.94,10
SKU_0125,Electronics,Vendor_2,7,Store_3,9,39.97,3
SKU_0822,Toys,Vendor_10,41,Store_3,36,22.84,18
SKU_0248,Electronics,Vendor_4,36,Store_11,17,33.01,26
SKU_0494,Electronics,Vendor_7,7,Store_13,16,20.64,3
SKU_0542,Clothing,Vendor_5,49,Store_3,30,131.91,4
SKU_0612,Electronics,Vendor_2,29,Store_11,15,83.73,8
SKU_0270,Toys,Vendor_6,52,Store_1,20,195.72,10
SKU_0291,Home & Kitchen,Vendor_2,40,Store_9,23,22.97,28
SKU_0909,Electronics,Vendor_5,7,Store_10,25,145.69,15
SKU_0427,Electronics,Vendor_8,20,Store_1,11,64.41,29
SKU_0793,Toys,Vendor_2,19,Store_8,33,91.12,24
SKU_0301,Health & Beauty,Vendor_5,3,Store_15,11,176.53,29
SKU_0631,Health & Beauty,Vendor_8,52,Store_5,19,91.07,11
SKU_0499,Electronics,Vendor_6,1,Store_4,10,75.64,6
SKU_0271,Home & Kitchen,Vendor_2,5,Store_3,18,150.14,24
SKU_0168,Home & Kitchen,Vendor_10,22,Store_11,21,14.79,11
SKU_0494,Electronics,Vendor_7,25,Store_8,12,20.64,3
SKU_0603,Health & Beauty,Vendor_9,43,Store_7,23,130.85,28
SKU_0860,Home & Kitchen,Vendor_7,43,Store_2,32,37.08,7
SKU_0765,Clothing,Vendor_5,6,Store_2,18,32.56,7
SKU_0624,Toys,Vendor_10,40,Store_14,5,168.21,11
SKU_0989,Home & Kitchen,Vendor_10,30,Store_6,11,8.67,15
SKU_0450,Clothing,Vendor_8,43,Store_5,21,144.56,20
SKU_0546,Health & Beauty,Vendor_9,19,Store_1,26,7.81,16
SKU_0893,Clothing,Vendor_9,52,Store_15,28,94.42,14
SKU_0242,Electronics,Vendor_1,42,Store_10,22,95.92,20
SKU_0524,Home & Kitchen,Vendor_7,3,Store_3,16,8.61,16
SKU_0180,Electronics,Vendor_9,31,Store_2,17,162.52,23
SKU_0280,Home & Kitchen,Vendor_8,12,Store_5,23,23.37,10
SKU_0470,Toys,Vendor_7,9,Store_1,16,93.11,21
SKU_0630,Toys,Vendor_1,20,Store_5,38,127.75,12
SKU_0526,Toys,Vendor_2,1,Store_10,10,147.06,21
SKU_0817,Electronics,Vendor_2,32,Store_10,14,169.73,27
SKU_0073,Health & Beauty,Vendor_6,52,Store_5,24,174.92,29
SKU_0998,Electronics,Vendor_3,30,Store_12,14,111.82,29
SKU_0363,Toys,Vendor_4,12,Store_2,10,75.54,17
SKU_0284,Toys,Vendor_1,4,Store_7,13,98.7,13
SKU_0027,Home & Kitchen,Vendor_7,12,Store_11,23,39.68,26
SKU_0785,Health & Beauty,Vendor_1,44,Store_3,22,170.66,8
SKU_0615,Electronics,Vendor_9,45,Store_7,16,5.56,23
SKU_0770,Electronics,Vendor_6,23,Store_12,18,166.15,15
SKU_0236,Clothing,Vendor_7,48,Store_7,32,15.71,22
SKU_0305,Home & Kitchen,Vendor_5,34,Store_12,12,132.2,18
SKU_0667,Health & Beauty,Vendor_3,44,Store_10,17,191.25,10
SKU_0986,Home & Kitchen,Vendor_5,49,Store_12,0,168.76,15
SKU_0171,Electronics,Vendor_1,26,Store_5,25,54.64,16
SKU_0332,Clothing,Vendor_4,42,Store_15,24,2.37,16
SKU_0612,Electronics,Vendor_2,45,Store_1,24,83.73,8
SKU_0572,Clothing,Vendor_9,26,Store_5,25,123.53,23
SKU_0255,Electronics,Vendor_9,12,Store_6,25,78.95,9
SKU_0005,Health & Beauty,Vendor_5,6,Store_13,4,164.1,22
SKU_0449,Electronics,Vendor_2,32,Store_8,27,6.36,3
SKU_0346,Clothing,Vendor_7,47,Store_4,22,98.35,7
SKU_0063,Health & Beauty,Vendor_2,19,Store_1,24,25.29,17
SKU_0182,Home & Kitchen,Vendor_6,47,Store_11,16,172.19,5
SKU_0474,Health & Beauty,Vendor_3,46,Store_8,0,24.16,5
SKU_0011,Toys,Vendor_6,9,Store_6,15,129.77,28
SKU_0321,Clothing,Vendor_3,26,Store_5,43,151.74,21
SKU_0226,Electronics,Vendor_10,15,Store_11,0,18.36,2
SKU_0149,Clothing,Vendor_4,49,Store_10,31,131.51,7
SKU_0802,Home & Kitchen,Vendor_4,2,Store_10,33,106.11,11
SKU_0662,Clothing,Vendor_4,45,Store_5,14,148.04,8
SKU_0713,Clothing,Vendor_8,23,Store_2,22,88.83,22
SKU_0883,Home & Kitchen,Vendor_2,14,Store_12,12,28.21,23
SKU_0844,Electronics,Vendor_1,43,Store_9,21,109.99,7
SKU_0861,Electronics,Vendor_3,21,Store_9,23,102.47,16
SKU_0142,Health & Beauty,Vendor_3,24,Store_15,13,45.72,25
SKU_0066,Toys,Vendor_7,46,Store_15,30,77.42,20
SKU_0181,Electronics,Vendor_6,10,Store_7,14,123.59,18
SKU_0058,Clothing,Vendor_8,14,Store_11,21,173.21,20
SKU_0187,Health & Beauty,Vendor_7,6,Store_13,17,132.42,4
SKU_0496,Electronics,Vendor_9,16,Store_13,10,57.92,14
SKU_0015,Toys,Vendor_6,2,Store_7,32,70.02,13
SKU_0863,Home & Kitchen,Vendor_8,22,Store_11,23,48.54,11
SKU_0187,Health & Beauty,Vendor_7,8,Store_8,8,132.42,4
SKU_0304,Health & Beauty,Vendor_7,47,Store_2,14,176.2,2
SKU_0666,Electronics,Vendor_7,23,Store_14,26,14.81,28
SKU_0038,Health & Beauty,Vendor_10,29,Store_2,23,151.46,9
SKU_0238,Toys,Vendor_6,31,Store_9,31,96.69,14
SKU_0797,Health & Beauty,Vendor_7,15,Store_8,10,178.15,23
SKU_0798,Clothing,Vendor_8,30,Store_8,15,4.44,25
SKU_0920,Toys,Vendor_2,50,Store_15,25,128.76,4
SKU_0762,Home & Kitchen,Vendor_9,6,Store_15,7,101.43,28
SKU_0130,Health & Beauty,Vendor_4,19,Store_15,36,60.88,12
SKU_0092,Electronics,Vendor_2,49,Store_11,27,46.28,16
SKU_0295,Toys,Vendor_10,30,Store_14,23,175.67,14
SKU_0730,Electronics,Vendor_7,30,Store_10,23,79.19,21
SKU_0870,Toys,Vendor_7,51,Store_14,12,163.72,5
SKU_0467,Clothing,Vendor_10,33,Store_7,31,44.79,19
SKU_0857,Home & Kitchen,Vendor_2,5,Store_12,8,72.52,3
SKU_0031,Home & Kitchen,Vendor_9,5,Store_12,19,199.11,19
SKU_0828,Toys,Vendor_8,18,Store_7,13,28.89,3
SKU_0156,Electronics,Vendor_5,48,Store_1,48,51.22,23
SKU_0062,Toys,Vendor_10,2,Store_9,35,14.5,7
SKU_0828,Toys,Vendor_8,3,Store_8,18,28.89,3
SKU_0732,Health & Beauty,Vendor_4,35,Store_3,22,176.69,13
SKU_0719,Clothing,Vendor_4,22,Store_1,21,58.34,9
SKU_0114,Home & Kitchen,Vendor_3,27,Store_15,6,119.67,4
SKU_0545,Electronics,Vendor_3,32,Store_5,4,20.42,4
SKU_0577,Clothing,Vendor_9,19,Store_5,33,169.06,9
SKU_0323,Clothing,Vendor_3,38,Store_10,11,95.12,10
SKU_0355,Clothing,Vendor_7,43,Store_7,26,196.43,12
SKU_0706,Toys,Vendor_10,32,Store_6,13,108.33,20
SKU_0251,Electronics,Vendor_9,25,Store_10,31,120.51,14
SKU_0279,Home & Kitchen,Vendor_1,26,Store_15,25,146.13,23
SKU_0706,Toys,Vendor_10,33,Store_13,21,108.33,20
SKU_0149,Clothing,Vendor_4,39,Store_5,20,131.51,7
SKU_0140,Health & Beauty,Vendor_7,17,Store_9,25,47.32,3
SKU_0863,Home & Kitchen,Vendor_8,18,Store_13,29,48.54,11
SKU_0353,Electronics,Vendor_10,28,Store_8,26,139.69,18
SKU_0886,Clothing,Vendor_5,39,Store_8,18,71.99,22
SKU_0274,Toys,Vendor_1,30,Store_13,29,12.66,21
SKU_0133,Toys,Vendor_5,7,Store_3,20,16.78,23
SKU_0804,Health & Beauty,Vendor_4,45,Store_5,24,34.79,26
SKU_0036,Health & Beauty,Vendor_9,39,Store_5,27,192.41,25
SKU_0851,Home & Kitchen,Vendor_2,1,Store_10,9,196.06,20
SKU_0394,Electronics,Vendor_10,40,Store_1,32,88.17,17
SKU_0806,Clothing,Vendor_10,29,Store_5,19,10.87,27
SKU_0640,Health & Beauty,Vendor_8,45,Store_8,23,16.7,28
SKU_0557,Home & Kitchen,Vendor_2,3,Store_2,22,180.46,3
SKU_0188,Electronics,Vendor_5,16,Store_2,32,188.68,16
SKU_0019,Electronics,Vendor_5,49,Store_2,20,134.58,19
SKU_0624,Toys,Vendor_10,25,Store_7,15,168.21,11
SKU_0789,Electronics,Vendor_4,52,Store_4,3,172.63,21
SKU_0623,Toys,Vendor_7,20,Store_12,25,140.46,24
SKU_0712,Health & Beauty,Vendor_2,40,Store_8,17,93.64,20
SKU_0887,Clothing,Vendor_10,8,Store_12,22,92.78,28
SKU_0802,Home & Kitchen,Vendor_4,23,Store_14,9,106.11,11
SKU_0119,Electronics,Vendor_9,37,Store_3,0,2.07,10
SKU_0814,Electronics,Vendor_6,51,Store_2,32,158.76,10
SKU_0487,Electronics,Vendor_1,48,Store_4,27,34.0,10
SKU_0817,Electronics,Vendor_2,41,Store_5,16,169.73,27
SKU_0700,Clothing,Vendor_4,28,Store_12,23,95.65,15
SKU_0447,Home & Kitchen,Vendor_5,39,Store_2,6,193.54,24
SKU_0388,Clothing,Vendor_6,37,Store_7,27,13.11,28
SKU_0412,Clothing,Vendor_3,30,Store_5,40,9.18,23
SKU_0454,Health & Beauty,Vendor_8,13,Store_6,32,109.93,18
SKU_0991,Clothing,Vendor_9,31,Store_3,22,84.39,18
SKU_0580,Toys,Vendor_6,32,Store_2,33,148.38,7
SKU_0125,Electronics,Vendor_2,3,Store_15,8,39.97,3
SKU_0874,Toys,Vendor_1,11,Store_11,7,61.5,5
SKU_0293,Electronics,Vendor_10,2,Store_8,29,20.56,20
SKU_0577,Clothing,Vendor_9,1,Store_6,25,169.06,9
SKU_0746,Home & Kitchen,Vendor_4,40,Store_4,16,52.83,19
SKU_0227,Clothing,Vendor_5,37,Store_7,24,103.9,24
SKU_0028,Clothing,Vendor_3,47,Store_5,17,12.36,18
SKU_0875,Electronics,Vendor_1,15,Store_11,21,66.51,2
SKU_0407,Electronics,Vendor_3,29,Store_4,11,184.68,18
SKU_0093,Home & Kitchen,Vendor_6,16,Store_3,17,191.55,26
SKU_0622,Clothing,Vendor_6,6,Store_3,4,165.56,28
SKU_0383,Electronics,Vendor_7,46,Store_12,1,117.99,27
SKU_0300,Electronics,Vendor_10,15,Store_6,7,148.86,16
SKU_0692,Health & Beauty,Vendor_2,44,Store_4,12,178.51,20
SKU_0054,Health & Beauty,Vendor_7,5,Store_5,23,134.97,5
SKU_0302,Health & Beauty,Vendor_6,12,Store_14,20,57.02,12
SKU_0804,Health & Beauty,Vendor_4,11,Store_5,27,34.79,26
SKU_0112,Home & Kitchen,Vendor_9,17,Store_3,18,155.79,19
SKU_0968,Health & Beauty,Vendor_10,11,Store_7,22,21.99,17
SKU_0589,Toys,Vendor_5,27,Store_11,10,17.26,13
SKU_0137,Toys,Vendor_10,38,Store_9,22,138.94,24
SKU_0862,Clothing,Vendor_1,16,Store_14,0,136.12,28
SKU_0362,Toys,Vendor_2,1,Store_8,13,48.7,10
SKU_0914,Electronics,Vendor_5,20,Store_3,41,119.1,18
SKU_0059,Toys,Vendor_1,28,Store_4,26,122.48,14
SKU_0735,Electronics,Vendor_6,10,Store_7,12,135.57,25
SKU_0738,Toys,Vendor_9,1,Store_14,42,190.9,26
SKU_0670,Electronics,Vendor_2,22,Store_5,16,18.28,7
SKU_0009,Home & Kitchen,Vendor_10,6,Store_6,59,154.98,5
SKU_0727,Toys,Vendor_9,42,Store_10,13,91.22,12
SKU_0656,Electronics,Vendor_7,8,Store_4,1,158.25,28
SKU_0564,Toys,Vendor_4,37,Store_2,35,50.38,24
SKU_0065,Clothing,Vendor_1,43,Store_12,27,69.65,13
SKU_0986,Home & Kitchen,Vendor_5,43,Store_4,12,168.76,15
SKU_0488,Home & Kitchen,Vendor_8,4,Store_9,22,52.59,10
SKU_0219,Electronics,Vendor_2,14,Store_3,27,157.2,10
SKU_0933,Clothing,Vendor_10,15,Store_14,22,106.39,20
SKU_0083,Health & Beauty,Vendor_8,9,Store_4,10,135.51,12
SKU_0350,Health & Beauty,Vendor_9,46,Store_5,30,65.78,12
SKU_0516,Home & Kitchen,Vendor_4,44,Store_14,7,112.45,9
SKU_0324,Electronics,Vendor_5,48,Store_1,31,101.41,12
SKU_0195,Toys,Vendor_6,12,Store_4,3,165.38,12
SKU_0422,Toys,Vendor_9,34,Store_14,20,170.91,11
SKU_0879,Health & Beauty,Vendor_10,19,Store_9,0,31.3,11
SKU_0591,Electronics,Vendor_2,38,Store_11,25,173.54,20
SKU_0340,Toys,Vendor_3,49,Store_8,15,103.0,19
SKU_0298,Home & Kitchen,Vendor_1,29,Store_11,22,112.49,9
SKU_0936,Electronics,Vendor_4,16,Store_2,0,164.32,18
SKU_0898,Electronics,Vendor_7,40,Store_9,22,20.55,5
SKU_0498,Electronics,Vendor_5,48,Store_1,13,160.07,5
SKU_0103,Toys,Vendor_3,12,Store_3,31,64.87,6
SKU_0047,Clothing,Vendor_2,11,Store_5,6,77.74,2
SKU_0177,Home & Kitchen,Vendor_2,45,Store_3,3,173.2,7
SKU_0686,Electronics,Vendor_8,48,Store_5,24,54.01,27
SKU_0526,Toys,Vendor_2,28,Store_9,9,147.06,21
SKU_0822,Toys,Vendor_10,13,Store_6,28,22.84,18
SKU_0027,Home & Kitchen,Vendor_7,24,Store_15,5,39.68,26
SKU_0545,Electronics,Vendor_3,33,Store_1,25,20.42,4
SKU_0553,Clothing,Vendor_3,46,Store_1,14,183.81,25
SKU_0238,Toys,Vendor_6,43,Store_3,19,96.69,14
SKU_0246,Home & Kitchen,Vendor_3,29,Store_2,25,105.11,2
SKU_0569,Toys,Vendor_10,3,Store_15,0,181.26,26
SKU_0913,Home & Kitchen,Vendor_4,23,Store_15,30,121.22,7
SKU_0214,Clothing,Vendor_10,34,Store_11,33,78.74,23
SKU_0432,Electronics,Vendor_2,43,Store_6,19,110.57,17
SKU_0558,Health & Beauty,Vendor_8,29,Store_9,20,131.03,26
SKU_0370,Health & Beauty,Vendor_1,7,Store_12,19,128.24,27
SKU_0654,Health & Beauty,Vendor_2,50,Store_2,25,86.98,16
SKU_0987,Health & Beauty,Vendor_3,1,Store_2,32,110.7,9
SKU_0081,Health & Beauty,Vendor_3,9,Store_7,11,108.87,22
SKU_0132,Health & Beauty,Vendor_6,29,Store_1,18,35.79,25
SKU_0712,Health & Beauty,Vendor_2,19,Store_6,24,93.64,20
SKU_0475,Home & Kitchen,Vendor_7,9,Store_11,28,72.48,2
SKU_0140,Health & Beauty,Vendor_7,24,Store_13,17,47.32,3
SKU_0698,Clothing,Vendor_5,48,Store_4,10,94.99,27
SKU_0450,Clothing,Vendor_8,26,Store_14,24,144.56,20
SKU_0918,Electronics,Vendor_10,12,Store_12,39,13.78,23
SKU_0595,Toys,Vendor_6,23,Store_11,13,153.1,6
SKU_0401,Home & Kitchen,Vendor_5,47,Store_11,32,156.48,9
SKU_0805,Clothing,Vendor_2,6,Store_4,20,129.86,9
SKU_0653,Home & Kitchen,Vendor_10,32,Store_7,0,58.49,9
SKU_0616,Home & Kitchen,Vendor_1,7,Store_15,1,85.45,22
SKU_0946,Home & Kitchen,Vendor_6,25,Store_4,34,10.74,18
SKU_0478,Electronics,Vendor_5,42,Store_14,25,100.46,27
SKU_0472,Health & Beauty,Vendor_10,11,Store_1,33,59.54,28
SKU_0384,Toys,Vendor_4,48,Store_8,19,118.12,7
SKU_0212,Toys,Vendor_5,45,Store_6,11,9.04,13
SKU_0995,Health & Beauty,Vendor_7,19,Store_11,14,173.65,26
SKU_0094,Home & Kitchen,Vendor_3,20,Store_11,15,115.46,10
SKU_0931,Clothing,Vendor_1,9,Store_6,25,8.05,28
SKU_0712,Health & Beauty,Vendor_2,13,Store_2,11,93.64,20
SKU_0140,Health & Beauty,Vendor_7,22,Store_10,20,47.32,3
SKU_0249,Toys,Vendor_1,35,Store_7,23,10.66,25
SKU_0962,Clothing,Vendor_4,3,Store_1,27,62.62,4
SKU_0500,Electronics,Vendor_4,3,Store_11,25,91.44,12
SKU_0805,Clothing,Vendor_2,36,Store_11,28,129.86,9
SKU_0396,Health & Beauty,Vendor_1,37,Store_7,30,141.79,3
SKU_0881,Toys,Vendor_8,13,Store_1,25,142.76,16
SKU_0884,Home & Kitchen,Vendor_9,14,Store_6,8,119.42,20
SKU_0212,Toys,Vendor_5,8,Store_1,20,9.04,13
SKU_0274,Toys,Vendor_1,8,Store_9,15,12.66,21
SKU_0369,Toys,Vendor_9,32,Store_6,5,36.35,28
SKU_0391,Electronics,Vendor_10,5,Store_14,9,76.63,12
SKU_0277,Health & Beauty,Vendor_9,15,Store_4,0,55.33,16
SKU_0774,Clothing,Vendor_9,51,Store_10,19,107.43,28
SKU_0910,Clothing,Vendor_6,47,Store_6,18,179.1,11
SKU_0829,Clothing,Vendor_1,42,Store_2,8,21.66,26
SKU_0442,Health & Beauty,Vendor_5,34,Store_3,26,145.58,11
SKU_0098,Clothing,Vendor_7,47,Store_7,23,64.12,20
SKU_0872,Toys,Vendor_3,37,Store_11,23,156.91,29
SKU_0936,Electronics,Vendor_4,50,Store_4,24,164.32,18
SKU_0557,Home & Kitchen,Vendor_2,47,Store_7,25,180.46,3
SKU_0497,Home & Kitchen,Vendor_2,22,Store_2,14,79.36,10
SKU_0496,Electronics,Vendor_9,29,Store_15,42,57.92,14
SKU_0964,Health & Beauty,Vendor_8,43,Store_4,19,127.15,2
SKU_0771,Health & Beauty,Vendor_4,40,Store_4,15,198.27,6
SKU_0312,Home & Kitchen,Vendor_2,33,Store_12,16,108.66,26
SKU_0349,Clothing,Vendor_5,30,Store_11,21,6.54,14
SKU_0408,Toys,Vendor_4,11,Store_2,31,95.47,28
SKU_0702,Home & Kitchen,Vendor_2,8,Store_2,19,95.01,24
SKU_0140,Health & Beauty,Vendor_7,23,Store_7,12,47.32,3
SKU_0714,Home & Kitchen,Vendor_5,16,Store_15,7,45.26,2
SKU_0459,Clothing,Vendor_6,6,Store_15,28,158.76,4
SKU_0991,Clothing,Vendor_9,9,Store_12,21,84.39,18
SKU_0476,Health & Beauty,Vendor_10,13,Store_3,18,195.66,19
SKU_0211,Home & Kitchen,Vendor_9,9,Store_15,19,22.86,27
SKU_0057,Toys,Vendor_5,30,Store_9,26,158.0,16
SKU_0522,Electronics,Vendor_3,17,Store_10,23,102.4,11
SKU_0803,Toys,Vendor_7,6,Store_14,21,103.31,10
SKU_0624,Toys,Vendor_10,33,Store_9,15,168.21,11
SKU_0891,Clothing,Vendor_5,6,Store_15,26,13.43,3
SKU_0456,Clothing,Vendor_2,19,Store_10,23,47.03,21
SKU_0328,Health & Beauty,Vendor_7,29,Store_11,29,156.52,19
SKU_0292,Electronics,Vendor_9,30,Store_3,23,32.01,14
SKU_0118,Home & Kitchen,Vendor_6,12,Store_6,2,170.59,8
SKU_0156,Electronics,Vendor_5,16,Store_15,27,51.22,23
SKU_0433,Toys,Vendor_10,43,Store_12,25,27.34,28
SKU_0163,Health & Beauty,Vendor_4,2,Store_9,16,124.55,14
SKU_0059,Toys,Vendor_1,21,Store_12,21,122.48,14
SKU_0288,Health & Beauty,Vendor_6,38,Store_12,17,152.12,27
SKU_0800,Home & Kitchen,Vendor_7,37,Store_7,30,7.43,25
SKU_0547,Health & Beauty,Vendor_5,45,Store_9,15,164.95,25
SKU_0366,Health & Beauty,Vendor_9,28,Store_1,15,153.78,29
SKU_0305,Home & Kitchen,Vendor_5,38,Store_12,8,132.2,18
SKU_0305,Home & Kitchen,Vendor_5,20,Store_11,11,132.2,18
SKU_0281,Clothing,Vendor_3,37,Store_9,29,137.69,18
SKU_0482,Toys,Vendor_2,2,Store_6,9,152.17,21
SKU_0220,Electronics,Vendor_6,13,Store_1,21,72.26,3
SKU_0086,Electronics,Vendor_1,4,Store_3,8,29.97,2
SKU_0796,Clothing,Vendor_9,12,Store_8,28,21.58,20
SKU_0349,Clothing,Vendor_5,12,Store_8,9,6.54,14
SKU_0268,Electronics,Vendor_5,13,Store_12,28,127.94,27
SKU_0326,Electronics,Vendor_10,30,Store_11,17,78.3,23
SKU_0717,Clothing,Vendor_10,18,Store_9,25,57.01,17
SKU_0418,Clothing,Vendor_3,8,Store_3,17,86.92,5
SKU_0742,Health & Beauty,Vendor_5,50,Store_12,37,144.08,15
SKU_0304,Health & Beauty,Vendor_7,49,Store_4,7,176.2,2
