SKU_ID,Category,Vendor,Week,Store_Location,Units_Sold,Unit_Cost,Lead_Time_Days
SKU_0603,Health & Beauty,Vendor_9,43,Store_7,23.0,130.85,28
SKU_0860,Home & Kitchen,Vendor_7,43,Store_2,32.0,37.08,7
SKU_0765,Clothing,Vendor_5,6,Store_2,18.0,32.56,7
SKU_0624,Toys,Vendor_10,40,Store_14,5.0,168.21,11
SKU_0989,Home & Kitchen,Vendor_10,30,Store_6,11.0,8.67,15
SKU_0450,Clothing,Vendor_8,43,Store_5,21.0,144.56,20
SKU_0546,Health & Beauty,Vendor_9,19,Store_1,26.0,7.81,16
SKU_0893,Clothing,Vendor_9,52,Store_15,28.0,94.42,14
SKU_0242,Electronics,Vendor_1,42,Store_10,22.0,95.92,20
SKU_0488,Home & Kitchen,Vendor_8,15,Store_11,,52.59,10
SKU_0524,Home & Kitchen,Vendor_7,3,Store_3,16.0,8.61,16
SKU_0180,Electronics,Vendor_9,31,Store_2,17.0,162.52,23
SKU_0280,Home & Kitchen,Vendor_8,12,Store_5,23.0,23.37,10
SKU_0470,Toys,Vendor_7,9,Store_1,16.0,93.11,21
SKU_0630,Toys,Vendor_1,20,Store_5,38.0,127.75,12
SKU_0526,Toys,Vendor_2,1,Store_10,10.0,147.06,21
SKU_0817,Electronics,Vendor_2,32,Store_10,14.0,169.73,27
SKU_0073,Health & Beauty,Vendor_6,52,Store_5,24.0,174.92,29
SKU_0998,Electronics,Vendor_3,30,Store_12,14.0,111.82,29
SKU_0363,Toys,Vendor_4,12,Store_2,10.0,75.54,17
SKU_0284,Toys,Vendor_1,4,Store_7,13.0,98.7,13
SKU_0027,Home & Kitchen,Vendor_7,12,Store_11,23.0,39.68,26
SKU_0785,Health & Beauty,Vendor_1,44,Store_3,22.0,170.66,8
SKU_0615,Electronics,Vendor_9,45,Store_7,16.0,5.56,23
SKU_0770,Electronics,Vendor_6,23,Store_12,18.0,166.15,15
SKU_0236,Clothing,Vendor_7,48,Store_7,32.0,15.71,22
SKU_0305,Home & Kitchen,Vendor_5,34,Store_12,12.0,132.2,18
SKU_0667,Health & Beauty,Vendor_3,44,Store_10,17.0,191.25,10
SKU_0986,Home & Kitchen,Vendor_5,49,Store_12,0.0,168.76,15
SKU_0171,Electronics,Vendor_1,26,Store_5,25.0,54.64,16
SKU_0332,Clothing,Vendor_4,42,Store_15,24.0,2.37,16
SKU_0612,Electronics,Vendor_2,45,Store_1,24.0,83.73,8
SKU_0572,Clothing,Vendor_9,26,Store_5,25.0,123.53,23
SKU_0255,Electronics,Vendor_9,12,Store_6,25.0,78.95,9
SKU_0005,Health & Beauty,Vendor_5,6,Store_13,4.0,164.1,22
SKU_0449,Electronics,Vendor_2,32,Store_8,27.0,6.36,3
SKU_0346,Clothing,Vendor_7,47,Store_4,22.0,98.35,7
SKU_0063,Health & Beauty,Vendor_2,19,Store_1,24.0,25.29,17
SKU_0182,Home & Kitchen,Vendor_6,47,Store_11,16.0,172.19,5
SKU_0474,Health & Beauty,Vendor_3,46,Store_8,0.0,24.16,5
SKU_0011,Toys,Vendor_6,9,Store_6,15.0,129.77,28
SKU_0321,Clothing,Vendor_3,26,Store_5,43.0,151.74,21
SKU_0226,Electronics,Vendor_10,15,Store_11,0.0,18.36,2
SKU_0860,Home & Kitchen,Vendor_7,16,Store_15,,37.08,7
SKU_0149,Clothing,Vendor_4,49,Store_10,31.0,131.51,7
SKU_0802,Home & Kitchen,Vendor_4,2,Store_10,33.0,106.11,11
SKU_0662,Clothing,Vendor_4,45,Store_5,14.0,148.04,8
SKU_0713,Clothing,Vendor_8,23,Store_2,22.0,88.83,22
SKU_0883,Home & Kitchen,Vendor_2,14,Store_12,12.0,28.21,23
SKU_0844,Electronics,Vendor_1,43,Store_9,21.0,109.99,7
SKU_0861,Electronics,Vendor_3,21,Store_9,23.0,102.47,16
SKU_0142,Health & Beauty,Vendor_3,24,Store_15,13.0,45.72,25
SKU_0066,Toys,Vendor_7,46,Store_15,30.0,77.42,20
SKU_0181,Electronics,Vendor_6,10,Store_7,14.0,123.59,18
SKU_0058,Clothing,Vendor_8,14,Store_11,21.0,173.21,20
SKU_0187,Health & Beauty,Vendor_7,6,Store_13,17.0,132.42,4
SKU_0496,Electronics,Vendor_9,16,Store_13,10.0,57.92,14
SKU_0015,Toys,Vendor_6,2,Store_7,32.0,70.02,13
SKU_0863,Home & Kitchen,Vendor_8,22,Store_11,23.0,48.54,11
SKU_0187,Health & Beauty,Vendor_7,8,Store_8,8.0,132.42,4
SKU_0304,Health & Beauty,Vendor_7,47,Store_2,14.0,176.2,2
SKU_0666,Electronics,Vendor_7,23,Store_14,26.0,14.81,28
SKU_0038,Health & Beauty,Vendor_10,29,Store_2,23.0,151.46,9
SKU_0238,Toys,Vendor_6,31,Store_9,31.0,96.69,14
SKU_0797,Health & Beauty,Vendor_7,15,Store_8,10.0,178.15,23
SKU_0798,Clothing,Vendor_8,30,Store_8,15.0,4.44,25
SKU_0920,Toys,Vendor_2,50,Store_15,25.0,128.76,4
SKU_0762,Home & Kitchen,Vendor_9,6,Store_15,7.0,101.43,28
SKU_0130,Health & Beauty,Vendor_4,19,Store_15,36.0,60.88,12
SKU_0092,Electronics,Vendor_2,49,Store_11,27.0,46.28,16
SKU_0295,Toys,Vendor_10,30,Store_14,23.0,175.67,14
SKU_0730,Electronics,Vendor_7,30,Store_10,23.0,79.19,21
SKU_0870,Toys,Vendor_7,51,Store_14,12.0,163.72,5
SKU_0467,Clothing,Vendor_10,33,Store_7,31.0,44.79,19
SKU_0857,Home & Kitchen,Vendor_2,5,Store_12,8.0,72.52,3
SKU_0031,Home & Kitchen,Vendor_9,5,Store_12,19.0,199.11,19
SKU_0828,Toys,Vendor_8,18,Store_7,13.0,28.89,3
SKU_0156,Electronics,Vendor_5,48,Store_1,48.0,51.22,23
SKU_0062,Toys,Vendor_10,2,Store_9,35.0,14.5,7
SKU_0828,Toys,Vendor_8,3,Store_8,18.0,28.89,3
SKU_0732,Health & Beauty,Vendor_4,35,Store_3,22.0,176.69,13
SKU_0719,Clothing,Vendor_4,22,Store_1,21.0,58.34,9
SKU_0114,Home & Kitchen,Vendor_3,27,Store_15,6.0,119.67,4
SKU_0545,Electronics,Vendor_3,32,Store_5,4.0,20.42,4
SKU_0577,Clothing,Vendor_9,19,Store_5,33.0,169.06,9
SKU_0323,Clothing,Vendor_3,38,Store_10,11.0,95.12,10
SKU_0282,Health & Beauty,Vendor_8,27,Store_3,,20.19,28
SKU_0355,Clothing,Vendor_7,43,Store_7,26.0,196.43,12
SKU_0706,Toys,Vendor_10,32,Store_6,13.0,108.33,20
SKU_0251,Electronics,Vendor_9,25,Store_10,31.0,120.51,14
SKU_0279,Home & Kitchen,Vendor_1,26,Store_15,25.0,146.13,23
SKU_0706,Toys,Vendor_10,33,Store_13,21.0,108.33,20
SKU_0149,Clothing,Vendor_4,39,Store_5,20.0,131.51,7
SKU_0140,Health & Beauty,Vendor_7,17,Store_9,25.0,47.32,3
SKU_0863,Home & Kitchen,Vendor_8,18,Store_13,29.0,48.54,11
SKU_0353,Electronics,Vendor_10,28,Store_8,26.0,139.69,18
SKU_0886,Clothing,Vendor_5,39,Store_8,18.0,71.99,22
SKU_0274,Toys,Vendor_1,30,Store_13,29.0,12.66,21
SKU_0133,Toys,Vendor_5,7,Store_3,20.0,16.78,23
SKU_0804,Health & Beauty,Vendor_4,45,Store_5,24.0,34.79,26
SKU_0036,Health & Beauty,Vendor_9,39,Store_5,27.0,192.41,25
SKU_0851,Home & Kitchen,Vendor_2,1,Store_10,9.0,196.06,20
SKU_0394,Electronics,Vendor_10,40,Store_1,32.0,88.17,17
SKU_0806,Clothing,Vendor_10,29,Store_5,19.0,10.87,27
SKU_0640,Health & Beauty,Vendor_8,45,Store_8,23.0,16.7,28
SKU_0557,Home & Kitchen,Vendor_2,3,Store_2,22.0,180.46,3
SKU_0188,Electronics,Vendor_5,16,Store_2,32.0,188.68,16
SKU_0019,Electronics,Vendor_5,49,Store_2,20.0,134.58,19
SKU_0624,Toys,Vendor_10,25,Store_7,15.0,168.21,11
SKU_0789,Electronics,Vendor_4,52,Store_4,3.0,172.63,21
SKU_0623,Toys,Vendor_7,20,Store_12,25.0,140.46,24
SKU_0712,Health & Beauty,Vendor_2,40,Store_8,17.0,93.64,20
SKU_0887,Clothing,Vendor_10,8,Store_12,22.0,92.78,28
SKU_0802,Home & Kitchen,Vendor_4,23,Store_14,9.0,106.11,11
SKU_0119,Electronics,Vendor_9,37,Store_3,0.0,2.07,10
SKU_0814,Electronics,Vendor_6,51,Store_2,32.0,158.76,10
SKU_0487,Electronics,Vendor_1,48,Store_4,27.0,34.0,10
SKU_0817,Electronics,Vendor_2,41,Store_5,16.0,169.73,27
SKU_0700,Clothing,Vendor_4,28,Store_12,23.0,95.65,15
SKU_0447,Home & Kitchen,Vendor_5,39,Store_2,6.0,193.54,24
SKU_0388,Clothing,Vendor_6,37,Store_7,27.0,13.11,28
SKU_0412,Clothing,Vendor_3,30,Store_5,40.0,9.18,23
SKU_0454,Health & Beauty,Vendor_8,13,Store_6,32.0,109.93,18
SKU_0991,Clothing,Vendor_9,31,Store_3,22.0,84.39,18
SKU_0580,Toys,Vendor_6,32,Store_2,33.0,148.38,7
SKU_0125,Electronics,Vendor_2,3,Store_15,8.0,39.97,3
SKU_0792,Health & Beauty,Vendor_8,8,,12.0,78.08,16
SKU_0874,Toys,Vendor_1,11,Store_11,7.0,61.5,5
SKU_0293,Electronics,Vendor_10,2,Store_8,29.0,20.56,20
SKU_0577,Clothing,Vendor_9,1,Store_6,25.0,169.06,9
SKU_0746,Home & Kitchen,Vendor_4,40,Store_4,16.0,52.83,19
SKU_0227,Clothing,Vendor_5,37,Store_7,24.0,103.9,24
SKU_0028,Clothing,Vendor_3,47,Store_5,17.0,12.36,18
SKU_0875,Electronics,Vendor_1,15,Store_11,21.0,66.51,2
SKU_0407,Electronics,Vendor_3,29,Store_4,11.0,184.68,18
SKU_0330,Clothing,Vendor_8,46,Store_14,,29.29,28
SKU_0093,Home & Kitchen,Vendor_6,16,Store_3,17.0,191.55,26
SKU_0743,Clothing,Vendor_1,36,,27.0,166.26,25
SKU_0622,Clothing,Vendor_6,6,Store_3,4.0,165.56,28
SKU_0383,Electronics,Vendor_7,46,Store_12,1.0,117.99,27
SKU_0300,Electronics,Vendor_10,15,Store_6,7.0,148.86,16
SKU_0692,Health & Beauty,Vendor_2,44,Store_4,12.0,178.51,20
SKU_0054,Health & Beauty,Vendor_7,5,Store_5,23.0,134.97,5
SKU_0302,Health & Beauty,Vendor_6,12,Store_14,20.0,57.02,12
SKU_0804,Health & Beauty,Vendor_4,11,Store_5,27.0,34.79,26
SKU_0112,Home & Kitchen,Vendor_9,17,Store_3,18.0,155.79,19
SKU_0968,Health & Beauty,Vendor_10,11,Store_7,22.0,21.99,17
SKU_0589,Toys,Vendor_5,27,Store_11,10.0,17.26,13
SKU_0137,Toys,Vendor_10,38,Store_9,22.0,138.94,24
SKU_0862,Clothing,Vendor_1,16,Store_14,0.0,136.12,28
SKU_0362,Toys,Vendor_2,1,Store_8,13.0,48.7,10
SKU_0914,Electronics,Vendor_5,20,Store_3,41.0,119.1,18
SKU_0059,Toys,Vendor_1,28,Store_4,26.0,122.48,14
SKU_0735,Electronics,Vendor_6,10,Store_7,12.0,135.57,25
SKU_0738,Toys,Vendor_9,1,Store_14,42.0,190.9,26
SKU_0670,Electronics,Vendor_2,22,Store_5,16.0,18.28,7
SKU_0009,Home & Kitchen,Vendor_10,6,Store_6,59.0,154.98,5
SKU_0727,Toys,Vendor_9,42,Store_10,13.0,91.22,12
SKU_0656,Electronics,Vendor_7,8,Store_4,1.0,158.25,28
SKU_0564,Toys,Vendor_4,37,Store_2,35.0,50.38,24
SKU_0065,Clothing,Vendor_1,43,Store_12,27.0,69.65,13
SKU_0986,Home & Kitchen,Vendor_5,43,Store_4,12.0,168.76,15
SKU_0488,Home & Kitchen,Vendor_8,4,Store_9,22.0,52.59,10
SKU_0219,Electronics,Vendor_2,14,Store_3,27.0,157.2,10
SKU_0933,Clothing,Vendor_10,15,Store_14,22.0,106.39,20
SKU_0083,Health & Beauty,Vendor_8,9,Store_4,10.0,135.51,12
SKU_0350,Health & Beauty,Vendor_9,46,Store_5,30.0,65.78,12
SKU_0516,Home & Kitchen,Vendor_4,44,Store_14,7.0,112.45,9
SKU_0324,Electronics,Vendor_5,48,Store_1,31.0,101.41,12
SKU_0195,Toys,Vendor_6,12,Store_4,3.0,165.38,12
SKU_0422,Toys,Vendor_9,34,Store_14,20.0,170.91,11
SKU_0879,Health & Beauty,Vendor_10,19,Store_9,0.0,31.3,11
SKU_0591,Electronics,Vendor_2,38,Store_11,25.0,173.54,20
SKU_0340,Toys,Vendor_3,49,Store_8,15.0,103.0,19
SKU_0298,Home & Kitchen,Vendor_1,29,Store_11,22.0,112.49,9
SKU_0936,Electronics,Vendor_4,16,Store_2,0.0,164.32,18
SKU_0898,Electronics,Vendor_7,40,Store_9,22.0,20.55,5
SKU_0498,Electronics,Vendor_5,48,Store_1,13.0,160.07,5
SKU_0103,Toys,Vendor_3,12,Store_3,31.0,64.87,6
SKU_0047,Clothing,Vendor_2,11,Store_5,6.0,77.74,2
SKU_0177,Home & Kitchen,Vendor_2,45,Store_3,3.0,173.2,7
SKU_0686,Electronics,Vendor_8,48,Store_5,24.0,54.01,27
SKU_0526,Toys,Vendor_2,28,Store_9,9.0,147.06,21
SKU_0822,Toys,Vendor_10,13,Store_6,28.0,22.84,18
SKU_0027,Home & Kitchen,Vendor_7,24,Store_15,5.0,39.68,26
SKU_0545,Electronics,Vendor_3,33,Store_1,25.0,20.42,4
SKU_0553,Clothing,Vendor_3,46,Store_1,14.0,183.81,25
SKU_0238,Toys,Vendor_6,43,Store_3,19.0,96.69,14
SKU_0246,Home & Kitchen,Vendor_3,29,Store_2,25.0,105.11,2
SKU_0569,Toys,Vendor_10,3,Store_15,0.0,181.26,26
SKU_0913,Home & Kitchen,Vendor_4,23,Store_15,30.0,121.22,7
SKU_0214,Clothing,Vendor_10,34,Store_11,33.0,78.74,23
SKU_0432,Electronics,Vendor_2,43,Store_6,19.0,110.57,17
SKU_0558,Health & Beauty,Vendor_8,29,Store_9,20.0,131.03,26
SKU_0370,Health & Beauty,Vendor_1,7,Store_12,19.0,128.24,27
SKU_0654,Health & Beauty,Vendor_2,50,Store_2,25.0,86.98,16
SKU_0987,Health & Beauty,Vendor_3,1,Store_2,32.0,110.7,9
SKU_0081,Health & Beauty,Vendor_3,9,Store_7,11.0,108.87,22
SKU_0132,Health & Beauty,Vendor_6,29,Store_1,18.0,35.79,25
SKU_0712,Health & Beauty,Vendor_2,19,Store_6,24.0,93.64,20
SKU_0475,Home & Kitchen,Vendor_7,9,Store_11,28.0,72.48,2
SKU_0140,Health & Beauty,Vendor_7,24,Store_13,17.0,47.32,3
SKU_0698,Clothing,Vendor_5,48,Store_4,10.0,94.99,27
SKU_0450,Clothing,Vendor_8,26,Store_14,24.0,144.56,20
SKU_0918,Electronics,Vendor_10,12,Store_12,39.0,13.78,23
SKU_0595,Toys,Vendor_6,23,Store_11,13.0,153.1,6
SKU_0401,Home & Kitchen,Vendor_5,47,Store_11,32.0,156.48,9
SKU_0805,Clothing,Vendor_2,6,Store_4,20.0,129.86,9
SKU_0653,Home & Kitchen,Vendor_10,32,Store_7,0.0,58.49,9
SKU_0616,Home & Kitchen,Vendor_1,7,Store_15,1.0,85.45,22
SKU_0946,Home & Kitchen,Vendor_6,25,Store_4,34.0,10.74,18
SKU_0478,Electronics,Vendor_5,42,Store_14,25.0,100.46,27
SKU_0472,Health & Beauty,Vendor_10,11,Store_1,33.0,59.54,28
SKU_0384,Toys,Vendor_4,48,Store_8,19.0,118.12,7
SKU_0212,Toys,Vendor_5,45,Store_6,11.0,9.04,13
SKU_0995,Health & Beauty,Vendor_7,19,Store_11,14.0,173.65,26
SKU_0094,Home & Kitchen,Vendor_3,20,Store_11,15.0,115.46,10
SKU_0931,Clothing,Vendor_1,9,Store_6,25.0,8.05,28
SKU_0712,Health & Beauty,Vendor_2,13,Store_2,11.0,93.64,20
SKU_0140,Health & Beauty,Vendor_7,22,Store_10,20.0,47.32,3
SKU_0249,Toys,Vendor_1,35,Store_7,23.0,10.66,25
SKU_0962,Clothing,Vendor_4,3,Store_1,27.0,62.62,4
SKU_0500,Electronics,Vendor_4,3,Store_11,25.0,91.44,12
SKU_0805,Clothing,Vendor_2,36,Store_11,28.0,129.86,9
SKU_0396,Health & Beauty,Vendor_1,37,Store_7,30.0,141.79,3
SKU_0881,Toys,Vendor_8,13,Store_1,25.0,142.76,16
SKU_0884,Home & Kitchen,Vendor_9,14,Store_6,8.0,119.42,20
SKU_0212,Toys,Vendor_5,8,Store_1,20.0,9.04,13
SKU_0274,Toys,Vendor_1,8,Store_9,15.0,12.66,21
SKU_0369,Toys,Vendor_9,32,Store_6,5.0,36.35,28
SKU_0391,Electronics,Vendor_10,5,Store_14,9.0,76.63,12
SKU_0277,Health & Beauty,Vendor_9,15,Store_4,0.0,55.33,16
SKU_0774,Clothing,Vendor_9,51,Store_10,19.0,107.43,28
SKU_0910,Clothing,Vendor_6,47,Store_6,18.0,179.1,11
SKU_0829,Clothing,Vendor_1,42,Store_2,8.0,21.66,26
SKU_0442,Health & Beauty,Vendor_5,34,Store_3,26.0,145.58,11
SKU_0098,Clothing,Vendor_7,47,Store_7,23.0,64.12,20
SKU_0872,Toys,Vendor_3,37,Store_11,23.0,156.91,29
SKU_0936,Electronics,Vendor_4,50,Store_4,24.0,164.32,18
SKU_0557,Home & Kitchen,Vendor_2,47,Store_7,25.0,180.46,3
SKU_0497,Home & Kitchen,Vendor_2,22,Store_2,14.0,79.36,10
SKU_0496,Electronics,Vendor_9,29,Store_15,42.0,57.92,14
SKU_0964,Health & Beauty,Vendor_8,43,Store_4,19.0,127.15,2
SKU_0771,Health & Beauty,Vendor_4,40,Store_4,15.0,198.27,6
SKU_0312,Home & Kitchen,Vendor_2,33,Store_12,16.0,108.66,26
SKU_0349,Clothing,Vendor_5,30,Store_11,21.0,6.54,14
SKU_0408,Toys,Vendor_4,11,Store_2,31.0,95.47,28
SKU_0702,Home & Kitchen,Vendor_2,8,Store_2,19.0,95.01,24
SKU_0140,Health & Beauty,Vendor_7,23,Store_7,12.0,47.32,3
SKU_0714,Home & Kitchen,Vendor_5,16,Store_15,7.0,45.26,2
SKU_0459,Clothing,Vendor_6,6,Store_15,28.0,158.76,4
SKU_0991,Clothing,Vendor_9,9,Store_12,21.0,84.39,18
SKU_0476,Health & Beauty,Vendor_10,13,Store_3,18.0,195.66,19
SKU_0211,Home & Kitchen,Vendor_9,9,Store_15,19.0,22.86,27
SKU_0057,Toys,Vendor_5,30,Store_9,26.0,158.0,16
